,artist,title,stream_count
16190,jeff hanson,son,145768
16193,smog,supper,1003142
16194,waco brothers,new deal,11995
16195,the decemberists,castaways and cutouts,20190752
16196,holopaw,holopaw,112877
16197,parlour,googler,1260
16199,tiga,dj kicks,1956536
16200,asa-chang & junray,tsu gi ne pu,36861
16201,mr. scruff,trouser jazz,2854983
16202,dorine muraille,mani,20096
16204,kristin hersh,the grotto,155718
16206,ester drang,infinite keys,65754
16207,muslimgauze,hamas cinema gaza strip,2061
16210,joan of arc,so much staying alive and lovelessness,80953
16211,robert pollard,motel of fools,15316
16213,otto von schirach,chopped zombie fungus,13296
16214,susumu yokota,the boy and the tree,331090
16216,black box recorder,passionoia,318636
16219,the phenomenological boys,"melody, melody, melody and more melody",0
16223,dirty three,she has no strings apollo,283129
16224,christmas decorations,model 91,0
16225,liaisons dangereuses,liaisons dangereuses,1647201
16227,turbonegro,ass cobra,5564352
16229,rhett miller,the instigator,2475369
16231,songs: ohia,magnolia electric co.,21971077
16232,funki porcini,fast asleep,1364825
16233,lou reed,transformer,326446666
16236,sorry about dresden,let it rest,86709
16238,friends of dean martinez,on the shore,98575
16241,f.s. blumm,ankern,39528
16242,art of fighting,wires,163226
16243,king crimson,the power to believe,232752
16245,ok go,ok go,69928187
16246,throwing muses,throwing muses,3569645
16248,mira calix,skimskitta,53309
16249,tobin sprout,"lost planets, phantom voices",83387
16250,stick men with ray guns,some people deserve to suffer,31478
16251,stick men with ray guns,some people deserve to suffer,31478
16254,asian dub foundation,facts and fictions,2110698
16257,cynthia dall,sound restores young men,0
16259,incredible string band,incredible string band,24014
16260,50 cent,get rich or die tryin',1273244965
16261,lightning bolt,wonderful rainbow,1690946
16264,"jon langford, the sadies",mayors of the moon,65421
16267,aceyalone,hip hop and the world we live in,164202
16268,canyon,empty rooms,30363
16269,the instruments,billions of phonographs,2398
16270,elvis costello & the attractions,armed forces,22318026
16271,har mar superstar,you can feel me,119931
16272,n.o.i.a.,unreleased classics 78-82,2228
16273,pulseprogramming,tulsa for one second,34791
16274,no knife,riot for romance!,374422
16276,kaada,thank you for giving me your valuable time,1424614
16277,summer at shatter creek,summer at shatter creek,37325
16278,the legendary pink dots,all the king's men,28315
16282,t. rex,electric warrior,124373057
16284,fontanelle,style drift,2814
16285,supergrass,life on other planets,4258203
16287,pluxus,european onion,386652
16288,beans,tomorrow right now,136567
16291,calexico,feast of wire,3804972
16292,nathan michel,abc def,0
16296,merzbow,merzbeat,113099
16297,the aislers set,how i learned to write backwards,106470
16298,seana carmody,struts & shocks,2461
16299,lanterna,sands,127901
16300,rainer maria,long knives drawn,350076
16302,nobukazu takemura,10th,60190
16303,boyracer,to get a better hold you've got to loosen yr grip,6967
16305,dj krush,the message at the depth,616705
16306,the sadies,stories often told,89412
16307,massimo,hello dirty,0
16308,james luther dickinson,dixie fried,101775
16309,banco de gaia,big men cry,196928
16310,pocket rockets,love or perish,0
16311,hangedup,kicker in tow,45784
16313,the minus 5,down with wilco,171583
16314,the thermals,more parts per million,1159099
16315,brokeback,looks at the bird,132798
16316,steve earle,jerusalem,1164182
16318,drive like jehu,yank crime,3300061
16322,nick cave & the bad seeds,nocturama,7734308
16323,dj spinna,here to there,588616
16324,loscil,submers,746342
16325,giddy motors,make it pop,21210
16326,minus the bear,highly refined pirates,10201495
16328,bosco and jorge,ally in the sky,0
16329,supersilent,6,44190
16330,u2,the best of 1990-2000,538111036
16331,sonny & linda sharrock,paradise,26187
16333,boas,mansion,0
16334,12 rods,lost time,178993
16335,jessica bailiff,jessica bailiff,55313
16336,drexciya,grava 4,190699
16337,shearwater,everybody makes mistakes,220352
16338,gang of four,hard,463635
16339,the postal service,give up,255057334
16340,heroine sheiks,siamese pipe,39056
16342,ted leo and the pharmacists,hearts of oak,1442323
16344,tangerine dream,electronic meditation,278936
16347,lou reed,the raven,3352565
16348,nagisa ni te,on the love beach,37919
16349,lemon jelly,lost horizons,20358996
16352,photon band,it's a lonely planet,0
16355,calla,televise,194960
16356,forcefield,roggaboggas,0
16358,dag nasty,minority of one,460635
16359,broken social scene,you forgot it in people,41539892
16360,piano magic,writers without homes,165607
16361,mick turner,moth,39911
16365,droop capone,mad hueman disease,0
16368,crooked fingers,red devil dawn,179312
16370,stars as eyes,enemy of fun,0
16371,menthol,danger: rock science!,11528
16372,suicide,american supreme,386972
16374,the roots,phrenology,78661030
16375,snapcase,end transmission,599396
16376,dj me dj you,can you see the music,4068
16378,voyager one,monster zero,3704
16379,cephalic carnage,lucid interval,250027
16380,the delgados,hate,2307488
16381,matthew shipp,equilibrium,45890
16383,the donnas,spend the night,13538228
16384,loose fur,loose fur,116072
16385,gary wilson,forgotten lovers,340555
16389,various artists,extra yard: the bouncement revolution,84322
16390,the parallax corporation,cocadisco,120300
16391,dino felipe,xanaconversex,0
16392,youngsbower,relayer,0
16393,nada surf,let go,15416087
16394,q and not u,different damage,1397624
16397,racebannon,satan's kickin' yr dick in,7015
16399,the sea and cake,one bedroom,5948107
16400,the jim yoshii pile-up,homemade drugs,52382
16401,the microphones,mount eerie,816591
16406,wobbly,wild why,1348
16409,oneida,each one teach one,56149
16414,casino versus japan,whole numbers play the basics,5493110
16415,cody chesnutt,the headphone masterpiece,8286249
16417,smog,accumulation: none,179608
16419,faust,patchwork: 1971-2002,94073
16420,nas,god's son,88125701
16422,rilo kiley,the execution of all things,21616159
16424,stars of the lid,avec laudenum,744163
16425,various artists,clicks & cuts 3,4964
16427,boards of canada,twoism,4042488
16428,bill laswell,sacred system: book of exit: dub chamber 4,107483
16430,asa-chang & junray,jun ray song chang,828872
16431,koufax,social life,109325
16432,gza,legend of the liquid sword,6938498
16433,from quagmire,caught in unknowing,0
16434,the raveonettes,whip it on!,1775778
16436,ms. john soda,no p. or d.,282096
16438,the libertines,up the bracket,47233465
16439,dead and gone,the beautician,0
16440,pearl jam,riot act,43536519
16441,tujiko noriko,make me hard,66544
16443,immolation,unholy cult,133119
16447,thomas fehlmann,visions of blah,74752
16449,negativland,deathsentences of the polished and structurally weak,23212
16450,the mountain goats,tallahassee,21700924
16451,kevin drumm,sheer hellish miasma,52484
16452,i can lick any sonofabitch in the house,creepy little noises,21403
16453,soul-junk,1957,12846
16455,adult.,resuscitation,837501
16457,metro area,metro area,3707606
16458,gorilla monsoon,gorilla monsoon,107462
16460,sondre lerche,faces down,2874083
16464,"jason anderson, wolf colonel",something/everything,23084
16465,talib kweli,quality,33658838
16467,noise for pretend,happy you near,21084
16468,cave in,tides of tomorrow ep,161165
16469,dillinger four,situationist comedy,1515809
16470,maserati,the language of cities,315279
16472,foo fighters,one by one,245837771
16474,andrea perry,two,0
16479,high on fire,surrounded by thieves,1209903
16480,"jan jelinek, computer soup",improvisations and edits: tokyo 26.09.2001,175310
16481,low res,blue ramen,0
16483,david cross,"shut up, you fucking baby",7522148
16484,st. thomas,i'm coming home,1798956
16485,ruins,tzomborgha,69364
16487,swayzak,dirty dancing,135358
16490,peaches,the teaches of peaches,17684163
16492,various artists,nothing left to lose: a tribute to kris kristofferson,182698
16494,philip jeck,stoke,19551
16496,the impossible shapes,laughter fills our hollow dome,2883
16497,tarentel,ephemera,66798
16498,audioslave,audioslave,593475172
16499,botch,an anthology of dead ends ep,331537
16500,death cab for cutie,you can play these songs with chords,7993273
16501,simian,we are your friends,2121894
16502,the pattern,real feelness,8834
16504,missy elliott,under construction,154576646
16506,jack hayter,practical wireless,4402
16507,add n to (x),loud like nature,277428
16510,mc paul barman,paullelujah!,265565
16512,rumah sakit,obscured by clowns,36586
16513,richard buckner,impasse,182256
16517,nirvana,nirvana,1583119391
16518,franklin bruno,a cat may look at a queen,3824
16520,biosphere,shenzhou,969854
16521,the velvet teen,plus minus equals,264868
16525,the coral,the coral,26322915
16528,rob swift,sound event,86296
16529,badly drawn boy,have you fed the fish?,2856343
16530,mike johnson,what would you do,2630
16532,hot hot heat,make up the breakdown,11035789
16533,butthole surfers,humpty dumpty lsd,565353
16534,scarface,the fix,26327893
16536,morcheeba,charango,30518534
16537,johnny cash,american iv: the man comes around,430718571
16538,carolyn mark,terrible hostess,1635
16541,devendra banhart,oh me oh my...,1331344
16543,large professor,1st class,2071913
16544,no. 2,what does good luck bring?,9504
16545,sing-sing,the joy of sing-sing,45779
16546,aberdeen,homesick and happy to be here,120549
16547,fennesz,field recordings 1995-2002,110044
16548,clem snide,you were a diamond,167100
16552,comets on fire,field recordings from the sun,15186
16554,destroyer,this night,2853900
16556,david grubbs,rickets & scurvy,53451
16559,stereo total,musique automatique,4382674
16560,saint etienne,finisterre,570600
16561,future bible heroes,eternal youth,866486
16562,the standard,august,25057
16563,godspeed you! black emperor,yanqui u.x.o.,3134565
16564,ben folds five,ben folds live,1881328
16569,soul position,unlimited ep,1194908
16570,radian,rec.extern,8265
16571,amon tobin,out from out where,2225405
16573,keith fullerton whitman,playthroughs,1710936
16575,jawbreaker,etc.,2320584
16576,winfred e. eye,"a bottle, a dog, some milk, a bottle",0
16577,ill lit,wacmusic,7786
16579,lone pigeon,concubine rice,76294
16582,barry adamson,the king of nothing hill,91283
16585,ekkehard ehlers,plays,480448
16586,broken spindles,broken spindles,23859
16587,the blow,bonus album,203902
16589,jets to brazil,perfecting loneliness,1512050
16591,gogogo airheart,exitheuxa,15856
16592,sightings,sightings,406277
16594,meshuggah,nothing,6366995
16596,hrvatski,swarm & dither,107539
16599,of montreal,aldhils arboretum,742048
16600,bellini,snowing sun,13263
16601,jurassic 5,power in numbers,46232964
16602,royal trux,hand of glory,1135
16603,thievery corporation,the richest man in babylon,45612482
16605,kind of like spitting,bridges worth burning,232671
16606,underworld,a hundred days off,6770801
16607,the fall,totally wired: the rough trade anthology,5802580
16610,ladytron,light & magic,8512344
16614,nas,the lost tapes,13279352
16615,deerhoof,reveille,354957
16616,the black heart procession,amore del tropico,950322
16617,sahara hotnights,jennie bomb,2812596
16618,centaur,in streams,86318
16619,mus,el naval,31780
16620,ryan adams,demolition,15389074
16624,black dice,beaches and canyons,110042
16625,the apples in stereo,velocity of sound,279535
16626,tim hecker,my love is rotten to the core,45213
16627,tara jane o'neil & daniel littleton,music for a meteor shower,0
16628,merzbow,a taste of merzbow,21934
16629,themselves,the no music,422426
16630,iron & wine,the creek drank the cradle,21361471
16632,xinlisupreme,tomorrow never comes,67322
16633,squarepusher,do you know squarepusher,1104703
16635,the the,45 rpm: the singles,10391120
16636,low,trust,1612468
16637,mr. lif,i phantom,688828
16639,slum village,"trinity: past, present and future",3988732
16640,catherine irwin,cut yourself a switch,3713
16641,moistboyz,iii,365389
16642,fridge,eph reissue,150667
16644,dame fate,time and tide wait for no man,0
16646,mia doi todd,the golden state,64527
16648,king kong,the big bang,0
16649,doug martsch,now you know,1021727
16651,bogdan raczynski,'96 drum n bass classixxx,5392
16652,beck,sea change,43594847
16653,signer,low light dreams,32958
16654,kinski,be gentle with the warm turtle,132540
16657,mclusky,mclusky do dallas,4056083
16658,the cinematic orchestra,every day,9114465
16659,non,children of the black sun,46985
16660,schneider tm,zoomer,138382
16661,ben kweller,sha sha,6479223
16662,yohimbe brothers,front end lifter,0
16664,andrew duke,sprung,0
16666,howard hello,howard hello,7746
16667,melvins,hostile ambient takeover,579095
16668,kilowatthours,the bright side,6120
16669,the coup,steal this double album,1246833
16670,gordon gano,hitting the ground,357259
16672,mastodon,remission,8062787
16674,the anniversary,your majesty,1060870
16675,various artists,urban renewal program,246516
16679,idlewild,the remote part,9101456
16680,elk city,hold tight the ropes,8159
16682,queens of the stone age,songs for the deaf,301216871
16683,crispy ambulance,scissorgun,0
16684,migala,restos de un incendio,323986
16689,max tundra,mastered by guy at the exchange,220813
16690,idaho,we were young and needed the money,66054
