reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
20481,the tallest man on earth,http://pitchfork.com/reviews/albums/20481-dark-bird-is-home/,6.7,0,jeremy d. larson,contributor,2015-05-11,0,11,5,2015,folk/country,dark bird is home,"May 12, 2015",75.0,7.5,
20586,surfer blood,http://pitchfork.com/reviews/albums/20586-1000-palms/,6.6,0,t. cole rachel,contributor,2015-05-11,0,11,5,2015,rock,1000 palms,"May 12, 2015",62.0,6.6,
20557,kamasi washington,http://pitchfork.com/reviews/albums/20557-the-epic/,8.6,1,seth colter walls,contributor,2015-05-08,4,8,5,2015,jazz,the epic,"May 5, 2015",83.0,8.8,
20448,mikal cronin,http://pitchfork.com/reviews/albums/20448-mikal-cronin-mciii/,6.1,0,sam lefebvre,contributor,2015-05-07,3,7,5,2015,rock,mciii,"May 4, 2015",72.0,7.3,
20290,torres,http://pitchfork.com/reviews/albums/20290-sprinter/,8.0,0,jillian mapes,senior editor,2015-05-07,3,7,5,2015,rock,sprinter,"May 5, 2015",81.0,8.0,
20439,metz,http://pitchfork.com/reviews/albums/20439-ii/,6.7,0,paul thompson,contributor,2015-05-07,3,7,5,2015,rock,ii,"May 4, 2015",78.0,7.7,
20554,best coast,http://pitchfork.com/reviews/albums/20554-california-nights/,6.4,0,jeremy gordon,contributor,2015-05-06,2,6,5,2015,rock,california nights,"May 5, 2015",69.0,7.0,
20543,kehlani,http://pitchfork.com/reviews/albums/20543-you-should-be-here/,7.4,0,matthew ramirez,contributor,2015-05-06,2,6,5,2015,pop/r&b,you should be here,"Apr 28, 2015",80.0,8.8,
20559,nosaj thing,http://pitchfork.com/reviews/albums/20559-nosaj-thing-fated/,7.2,0,clayton purdom,contributor,2015-05-06,2,6,5,2015,electronic,fated,"May 4, 2015",63.0,4.9,
20509,django django,http://pitchfork.com/reviews/albums/20509-born-under-saturn/,5.6,0,ian cohen,contributor,2015-05-05,1,5,5,2015,pop/r&b,born under saturn,"May 4, 2015",72.0,7.7,
20398,hop along,http://pitchfork.com/reviews/albums/20398-painted-shut/,7.9,0,mike powell,contributor,2015-05-04,0,4,5,2015,rock,painted shut,"May 4, 2015",87.0,8.4,
20444,george fitzgerald,http://pitchfork.com/reviews/albums/20444-fading-love/,7.3,0,jamieson cox,contributor,2015-05-04,0,4,5,2015,electronic,fading love,"Apr 28, 2015",71.0,8.3,
20397,oddisee,http://pitchfork.com/reviews/albums/20397-the-good-fight/,7.3,0,marcus j. moore,contributor,2015-05-01,4,1,5,2015,rap,the good fight,"May 5, 2015",80.0,7.7,
20452,nadine shah,http://pitchfork.com/reviews/albums/20452-fast-food/,6.7,0,jayson greene,senior editor,2015-05-01,4,1,5,2015,rock,fast food,"May 5, 2015",78.0,7.9,
20396,my morning jacket,http://pitchfork.com/reviews/albums/20396-the-waterfall/,7.9,0,ian cohen,contributor,2015-04-30,3,30,4,2015,rock,the waterfall,"May 4, 2015",78.0,7.9,
20503,braids,http://pitchfork.com/reviews/albums/20503-deep-in-the-iris/,7.4,0,hazel cills,contributor,2015-04-30,3,30,4,2015,electronic,deep in the iris,"Apr 28, 2015",78.0,7.7,
20531,yelawolf,http://pitchfork.com/reviews/albums/20531-love-story/,4.9,0,jay balfour,contributor,2015-04-28,1,28,4,2015,rap,love story,"Apr 21, 2015",64.0,7.0,
20529,young thug,http://pitchfork.com/reviews/albums/20529-barter-6/,8.4,1,meaghan garvey,contributor,2015-04-24,4,24,4,2015,rap,barter 6,"Apr 16, 2015",72.0,6.1,
20420,alabama shakes,http://pitchfork.com/reviews/albums/20420-sound-color/,8.1,0,ryan dombal,senior editor,2015-04-23,3,23,4,2015,rock,sound & color,"Apr 21, 2015",80.0,8.2,
20454,passion pit,http://pitchfork.com/reviews/albums/20454-kindred/,6.8,0,jamieson cox,contributor,2015-04-22,2,22,4,2015,pop/r&b,kindred,"Apr 21, 2015",71.0,7.2,
20353,calexico,http://pitchfork.com/reviews/albums/20353-edge-of-the-sun/,7.6,0,stephen m. deusner,contributor,2015-04-22,2,22,4,2015,rock,edge of the sun,"Apr 14, 2015",78.0,7.2,
20362,built to spill,http://pitchfork.com/reviews/albums/20362-untethered-moon/,7.1,0,jayson greene,senior editor,2015-04-21,1,21,4,2015,rock,untethered moon,"Apr 21, 2015",76.0,8.1,
20351,speedy ortiz,http://pitchfork.com/reviews/albums/20351-foil-deer/,7.9,0,jillian mapes,senior editor,2015-04-20,0,20,4,2015,rock,foil deer,"Apr 21, 2015",83.0,7.6,
20143,san fermin,http://pitchfork.com/reviews/albums/20143-jackrabbit/,5.2,0,ian cohen,contributor,2015-04-20,0,20,4,2015,rock,jackrabbit,"Apr 21, 2015",66.0,5.4,
20368,marina and the diamonds,http://pitchfork.com/reviews/albums/20368-froot/,7.5,0,safy-hallan farah,contributor,2015-04-17,4,17,4,2015,rock,froot,"Mar 16, 2015",75.0,8.9,
20453,ava luna,http://pitchfork.com/reviews/albums/20453-infinite-house/,7.6,0,tess duncan,contributor,2015-04-15,2,15,4,2015,rock,infinite house,"Apr 14, 2015",79.0,8.3,
20393,villagers,http://pitchfork.com/reviews/albums/20393-darling-arithmetic/,7.0,0,t. cole rachel,contributor,2015-04-13,0,13,4,2015,rock,darling arithmetic,"Apr 14, 2015",76.0,6.8,
20286,east india youth,http://pitchfork.com/reviews/albums/20286-culture-of-volume/,5.7,0,ian cohen,contributor,2015-04-10,4,10,4,2015,electronic,culture of volume,"Apr 7, 2015",78.0,7.6,
20391,young fathers,http://pitchfork.com/reviews/albums/20391-white-men-are-black-men-too/,6.8,0,jia tolentino,contributor,2015-04-09,3,9,4,2015,rap,white men are black men too,"Apr 7, 2015",83.0,8.1,
20367,brian wilson,http://pitchfork.com/reviews/albums/20367-brian-wilson-no-pier-pressure/,5.6,0,stacey anderson,associate features editor,2015-04-09,3,9,4,2015,rock,no pier pressure,"Apr 7, 2015",57.0,7.1,
20345,the wombats,http://pitchfork.com/reviews/albums/20345-glitterbug/,5.7,0,pat healy,contributor,2015-04-09,3,9,4,2015,rock,glitterbug,"Apr 14, 2015",58.0,6.7,
20437,waxahatchee,http://pitchfork.com/reviews/albums/20437-ivy-tripp/,8.1,0,brandon stosuy,contributor,2015-04-08,2,8,4,2015,rock,ivy tripp,"Apr 7, 2015",81.0,7.8,
20385,toro y moi,http://pitchfork.com/reviews/albums/20385-what-for/,6.6,0,ian cohen,contributor,2015-04-07,1,7,4,2015,electronic,what for?,"Apr 7, 2015",72.0,7.2,
20132,say lou lou,http://pitchfork.com/reviews/albums/20132-lucid-dreaming/,5.8,0,katherine st. asaph,contributor,2015-04-07,1,7,4,2015,rock,lucid dreaming,"Apr 21, 2015",75.0,8.6,
20447,shlohmo,http://pitchfork.com/reviews/albums/20447-dark-red/,5.9,0,jonah bromwich,contributor,2015-04-07,1,7,4,2015,electronic,dark red,"Apr 7, 2015",69.0,6.7,
20381,the mountain goats,http://pitchfork.com/reviews/albums/20381-beat-the-champ/,6.6,0,jeremy gordon,contributor,2015-04-06,0,6,4,2015,rock,beat the champ,"Apr 7, 2015",79.0,8.1,
20213,lower dens,http://pitchfork.com/reviews/albums/20213-escape-from-evil/,8.3,1,sasha geffen,contributor,2015-04-03,4,3,4,2015,rock,escape from evil,"Mar 31, 2015",78.0,8.2,
20411,the soft moon,http://pitchfork.com/reviews/albums/20411-deeper/,7.8,0,t. cole rachel,contributor,2015-04-03,4,3,4,2015,rock,deeper,"Mar 31, 2015",74.0,8.0,
20212,the sonics,http://pitchfork.com/reviews/albums/20212-this-is-the-sonics/,7.5,0,jason heller,contributor,2015-04-03,4,3,4,2015,rock,this is the sonics,"Mar 31, 2015",78.0,7.6,
20450,jlin,http://pitchfork.com/reviews/albums/20450-dark-energy/,8.5,1,anupa mistry,contributor,2015-04-02,3,2,4,2015,electronic,dark energy,"Mar 24, 2015",86.0,7.1,
20343,death cab for cutie,http://pitchfork.com/reviews/albums/20343-kintsugi/,5.5,0,ian cohen,contributor,2015-04-02,3,2,4,2015,rock,kintsugi,"Mar 31, 2015",67.0,7.2,
20334,godspeed you! black emperor,http://pitchfork.com/reviews/albums/20334-asunder-sweet-and-other-distress/,7.6,0,mark richardson,executive editor,2015-04-01,2,1,4,2015,rock,"asunder, sweet and other distress","Mar 31, 2015",84.0,8.2,
20218,sufjan stevens,http://pitchfork.com/reviews/albums/20218-carrie-lowell/,9.3,1,brandon stosuy,contributor,2015-03-30,0,30,3,2015,folk/country,carrie & lowell,"Mar 31, 2015",90.0,8.9,
20360,the prodigy,http://pitchfork.com/reviews/albums/20360-the-day-is-my-enemy/,6.0,0,philip sherburne,contributing editor,2015-03-30,0,30,3,2015,electronic,the day is my enemy,"Mar 31, 2015",67.0,7.3,
20215,ryley walker,http://pitchfork.com/reviews/albums/20215-primrose-green/,6.2,0,grayson haver currin,contributor,2015-03-30,0,30,3,2015,folk/country,primrose green,"Mar 31, 2015",83.0,8.4,
20377,laura marling,http://pitchfork.com/reviews/albums/20377-short-movie/,7.4,0,katherine st. asaph,contributor,2015-03-27,4,27,3,2015,rock,short movie,"Mar 24, 2015",81.0,8.1,
20313,liturgy,http://pitchfork.com/reviews/albums/20313-the-ark-work/,6.4,0,jayson greene,senior editor,2015-03-26,3,26,3,2015,metal,the ark work,"Mar 24, 2015",63.0,7.7,
20296,scuba,http://pitchfork.com/reviews/albums/20296-claustrophobia/,8.1,0,philip sherburne,contributing editor,2015-03-26,3,26,3,2015,electronic,claustrophobia,"Mar 23, 2015",80.0,8.6,
20404,action bronson,http://pitchfork.com/reviews/albums/20404-mr-wonderful/,6.3,0,jordan sargent,,2015-03-25,2,25,3,2015,rap,mr. wonderful,"Mar 24, 2015",77.0,7.5,
20310,chastity belt,http://pitchfork.com/reviews/albums/20310-time-to-go-home/,7.6,0,hazel cills,contributor,2015-03-25,2,25,3,2015,rock,time to go home,"Mar 24, 2015",78.0,8.8,
20287,the cribs,http://pitchfork.com/reviews/albums/20287-for-all-my-sisters/,6.7,0,ian cohen,contributor,2015-03-25,2,25,3,2015,rock,for all my sisters,"Mar 24, 2015",74.0,7.2,
20268,courtney barnett,http://pitchfork.com/reviews/albums/20268-sometimes-i-sit-and-think-and-sometimes-i-just-sit/,8.6,1,mike powell,contributor,2015-03-23,0,23,3,2015,rock,"sometimes i sit and think, and sometimes i just sit","Mar 24, 2015",88.0,8.5,
20076,vetiver,http://pitchfork.com/reviews/albums/20076-complete-strangers/,4.9,0,grayson haver currin,contributor,2015-03-23,0,23,3,2015,rock,complete strangers,"Mar 24, 2015",64.0,7.3,
20252,the go! team,http://pitchfork.com/reviews/albums/20252-the-scene-between/,7.2,0,ian cohen,contributor,2015-03-23,0,23,3,2015,rock,the scene between,"Mar 24, 2015",75.0,8.0,
20321,twin shadow,http://pitchfork.com/reviews/albums/20321-eclipse/,4.9,0,jayson greene,senior editor,2015-03-20,4,20,3,2015,rock,eclipse,"Mar 17, 2015",62.0,6.2,
20390,kendrick lamar,http://pitchfork.com/reviews/albums/20390-to-pimp-a-butterfly/,9.3,1,craig jenkins,contributor,2015-03-19,3,19,3,2015,rap,to pimp a butterfly,"Mar 16, 2015",96.0,9.0,
20174,lightning bolt,http://pitchfork.com/reviews/albums/20174-fantasy-empire/,8.0,0,brandon stosuy,contributor,2015-03-18,2,18,3,2015,rock,fantasy empire,"Mar 24, 2015",84.0,7.3,
20335,modest mouse,http://pitchfork.com/reviews/albums/20335-strangers-to-ourselves/,6.4,0,jayson greene,senior editor,2015-03-17,1,17,3,2015,rock,strangers to ourselves,"Mar 17, 2015",70.0,7.8,
20342,laura welsh,http://pitchfork.com/reviews/albums/20342-laura-welsh-soft-control/,6.3,0,maud deitch,contributor,2015-03-17,1,17,3,2015,pop/r&b,soft control,"Mar 10, 2015",61.0,6.9,
20307,heems,http://pitchfork.com/reviews/albums/20307-eat-pray-thug/,6.3,0,jayson greene,senior editor,2015-03-11,2,11,3,2015,rap,eat pray thug,"Mar 10, 2015",76.0,6.5,
20327,cannibal ox,http://pitchfork.com/reviews/albums/20327-blade-of-the-ronin/,6.7,0,winston cook-wilson,contributor,2015-03-10,1,10,3,2015,rap,blade of the ronin,"Mar 3, 2015",71.0,6.9,
20241,young guv,http://pitchfork.com/reviews/albums/20241-ripe-4-luv/,7.5,0,evan rytlewski,contributor,2015-03-10,1,10,3,2015,rock,ripe 4 luv,"Mar 10, 2015",78.0,6.7,
20178,swervedriver,http://pitchfork.com/reviews/albums/20178-i-wasnt-born-to-lose-you/,7.0,0,t. cole rachel,contributor,2015-03-09,0,9,3,2015,rock,i wasn't born to lose you,"Mar 3, 2015",75.0,8.1,
20240,will butler,http://pitchfork.com/reviews/albums/20240-policy/,6.6,0,stuart berman,contributor,2015-03-06,4,6,3,2015,rock,policy,"Mar 10, 2015",72.0,7.1,
20185,dick diver,http://pitchfork.com/reviews/albums/20185-melbourne-florida/,7.8,0,jake cleland,contributor,2015-03-06,4,6,3,2015,rock,"melbourne, florida","Mar 10, 2015",75.0,8.3,
20314,of montreal,http://pitchfork.com/reviews/albums/20314-aureate-gloom/,7.0,0,jeremy d. larson,contributor,2015-03-04,2,4,3,2015,rock,aureate gloom,"Mar 3, 2015",67.0,7.8,
20201,lady lamb the beekeeper,http://pitchfork.com/reviews/albums/20201-after/,7.4,0,sasha geffen,contributor,2015-03-04,2,4,3,2015,rock,after,"Mar 3, 2015",81.0,8.0,
20316,moon duo,http://pitchfork.com/reviews/albums/20316-shadow-of-the-sun/,6.6,0,maud deitch,contributor,2015-03-04,2,4,3,2015,rock,shadow of the sun,"Mar 3, 2015",75.0,7.5,
20276,levon vincent,http://pitchfork.com/reviews/albums/20276-levon-vincent/,8.3,1,philip sherburne,contributing editor,2015-03-03,1,3,3,2015,electronic,levon vincent,"Feb 10, 2015",85.0,7.6,
20306,purity ring,http://pitchfork.com/reviews/albums/20306-another-eternity/,6.6,0,ian cohen,contributor,2015-03-02,0,2,3,2015,electronic,another eternity,"Mar 3, 2015",70.0,7.8,
20280,future brown,http://pitchfork.com/reviews/albums/20280-future-brown/,6.5,0,meaghan garvey,contributor,2015-02-26,3,26,2,2015,electronic,future brown,"Feb 24, 2015",69.0,7.1,
20233,gang of four,http://pitchfork.com/reviews/albums/20233-what-happens-next/,5.3,0,stuart berman,contributor,2015-02-26,3,26,2,2015,rock,what happens next,"Feb 24, 2015",60.0,6.0,
20217,the pop group,http://pitchfork.com/reviews/albums/20217-citizen-zombie/,2.4,0,stephen m. deusner,contributor,2015-02-26,3,26,2,2015,rock,citizen zombie,"Feb 24, 2015",74.0,7.1,
20220,big sean,http://pitchfork.com/reviews/albums/20220-dark-sky-paradise/,7.1,0,jordan sargent,,2015-02-25,2,25,2,2015,rap,dark sky paradise,"Feb 24, 2015",72.0,7.2,
20227,theesatisfaction,http://pitchfork.com/reviews/albums/20227-earthee/,6.8,0,safy-hallan farah,contributor,2015-02-25,2,25,2,2015,rock,earthee,"Feb 24, 2015",79.0,7.5,
20235,colleen green,http://pitchfork.com/reviews/albums/20235-i-want-to-grow-up/,7.4,0,jes skolnik,contributor,2015-02-24,1,24,2,2015,rock,i want to grow up,"Feb 24, 2015",72.0,8.0,
20279,dan deacon,http://pitchfork.com/reviews/albums/20279-gliss-riffer/,7.2,0,winston cook-wilson,contributor,2015-02-23,0,23,2,2015,electronic,gliss riffer,"Feb 24, 2015",77.0,7.6,
20046,torche,http://pitchfork.com/reviews/albums/20046-restarter/,7.9,0,grayson haver currin,contributor,2015-02-23,0,23,2,2015,metal,restarter,"Feb 24, 2015",79.0,6.5,
20197,screaming females,http://pitchfork.com/reviews/albums/20197-rose-mountain/,6.7,0,sasha geffen,contributor,2015-02-23,0,23,2,2015,rock,rose mountain,"Feb 24, 2015",77.0,7.6,
20270,ibeyi,http://pitchfork.com/reviews/albums/20270-ibeyi/,7.4,0,minna zhou,contributor,2015-02-23,0,23,2,2015,global,ibeyi,"Feb 17, 2015",78.0,8.3,
20161,krill,http://pitchfork.com/reviews/albums/20161-a-distant-fist-unclenching/,6.9,0,zach kelly,contributor,2015-02-18,2,18,2,2015,rock,a distant fist unclenching,"Feb 24, 2015",75.0,7.5,
20096,a place to bury strangers,http://pitchfork.com/reviews/albums/20096-transfixiation/,5.5,0,ian cohen,contributor,2015-02-13,4,13,2,2015,rock,transfixiation,"Feb 17, 2015",65.0,6.7,
20122,mourn,http://pitchfork.com/reviews/albums/20122-mourn/,7.5,0,stuart berman,contributor,2015-02-12,3,12,2,2015,rock,mourn,"Feb 17, 2015",75.0,7.5,
20173,title fight,http://pitchfork.com/reviews/albums/20173-hyperview/,7.6,0,zoe camp,contributor,2015-02-11,2,11,2,2015,rock,hyperview,"Feb 3, 2015",71.0,8.2,
20214,pond,http://pitchfork.com/reviews/albums/20214-man-it-feels-like-space-again/,7.6,0,jake cleland,contributor,2015-02-11,2,11,2,2015,rock,man it feels like space again,"Jan 26, 2015",78.0,8.3,
20253,fifth harmony,http://pitchfork.com/reviews/albums/20253-reflection/,7.2,0,meaghan garvey,contributor,2015-02-11,2,11,2,2015,pop/r&b,reflection,"Feb 3, 2015",78.0,7.3,
20223,mikky ekko,http://pitchfork.com/reviews/albums/20223-time/,4.3,0,marc hogan,senior staff writer,2015-02-10,1,10,2,2015,rap,time,"Jan 20, 2015",59.0,7.7,
20131,father john misty,http://pitchfork.com/reviews/albums/20131-i-love-you-honeybear/,8.8,1,mike powell,contributor,2015-02-09,0,9,2,2015,rock,"i love you, honeybear","Feb 10, 2015",87.0,8.6,
20184,rone,http://pitchfork.com/reviews/albums/20184-creatures/,6.2,0,colin joyce,contributor,2015-02-09,0,9,2,2015,electronic,creatures,"Feb 10, 2015",69.0,7.6,
20142,the districts,http://pitchfork.com/reviews/albums/20142-a-flourish-and-a-spoil/,5.6,0,ian cohen,contributor,2015-02-06,4,6,2,2015,rock,a flourish and a spoil,"Feb 10, 2015",70.0,8.2,
20221,mount eerie,http://pitchfork.com/reviews/albums/20221-mount-eerie-sauna/,8.1,0,jayson greene,senior editor,2015-02-04,2,4,2,2015,rock,sauna,"Feb 3, 2015",82.0,7.8,
20134,john tejada,http://pitchfork.com/reviews/albums/20134-signs-under-test/,7.4,0,abby garnett,contributor,2015-02-04,2,4,2,2015,electronic,signs under test,"Feb 3, 2015",79.0,8.0,
20190,bob dylan,http://pitchfork.com/reviews/albums/20190-shadows-in-the-night/,6.2,0,stephen m. deusner,contributor,2015-02-03,1,3,2,2015,rock,shadows in the night,"Feb 3, 2015",82.0,7.8,
20129,two gallants,http://pitchfork.com/reviews/albums/20129-we-are-undone/,6.9,0,jonathan zwickel,contributor,2015-02-02,0,2,2,2015,rock,we are undone,"Feb 3, 2015",68.0,8.5,
20141,all we are,http://pitchfork.com/reviews/albums/20141-all-we-are/,5.7,0,ian cohen,contributor,2015-02-02,0,2,2,2015,rock,all we are,"Feb 3, 2015",68.0,7.6,
20175,jazmine sullivan,http://pitchfork.com/reviews/albums/20175-reality-show/,8.1,0,david drake,contributor,2015-01-30,4,30,1,2015,pop/r&b,reality show,"Jan 13, 2015",85.0,8.7,
20160,gaz coombes,http://pitchfork.com/reviews/albums/20160-matador/,6.3,0,zach kelly,contributor,2015-01-29,3,29,1,2015,rock,matador,"Jan 26, 2015",82.0,8.4,
20090,zs,http://pitchfork.com/reviews/albums/20090-xe/,8.0,0,grayson haver currin,contributor,2015-01-29,3,29,1,2015,jazz,xe,"Jan 27, 2015",82.0,7.8,
20130,jessica pratt,http://pitchfork.com/reviews/albums/20130-jessica-pratt-on-your-own-love-again/,8.1,0,jenn pelly,associate reviews editor,2015-01-28,2,28,1,2015,folk/country,on your own love again,"Jan 27, 2015",79.0,7.8,
20116,napalm death,http://pitchfork.com/reviews/albums/20116-apex-predator-easy-meat/,7.9,0,zoe camp,contributor,2015-01-28,2,28,1,2015,metal,apex predator - easy meat,"Jan 27, 2015",89.0,7.4,
20070,doomtree,http://pitchfork.com/reviews/albums/20070-all-hands/,7.1,0,nate patrin,contributor,2015-01-27,1,27,1,2015,rap,all hands,"Jan 27, 2015",62.0,7.8,
20088,natalie prass,http://pitchfork.com/reviews/albums/20088-natalie-prass/,8.3,1,jeremy gordon,contributor,2015-01-26,0,26,1,2015,rock,natalie prass,"Jan 27, 2015",86.0,8.0,
20086,viet cong,http://pitchfork.com/reviews/albums/20086-viet-cong/,8.5,1,ian cohen,contributor,2015-01-22,3,22,1,2015,rock,viet cong,"Jan 20, 2015",77.0,8.2,
20133,lupe fiasco,http://pitchfork.com/reviews/albums/20133-tetsuo-youth/,7.2,0,jayson greene,senior editor,2015-01-22,3,22,1,2015,rap,tetsuo & youth,"Jan 20, 2015",80.0,8.5,
20135,belle and sebastian,http://pitchfork.com/reviews/albums/20135-girls-in-peacetime-want-to-dance/,6.6,0,jeremy gordon,contributor,2015-01-21,2,21,1,2015,rock,girls in peacetime want to dance,"Jan 20, 2015",76.0,8.0,
20121,mark ronson,http://pitchfork.com/reviews/albums/20121-uptown-special/,6.0,0,stuart berman,contributor,2015-01-21,2,21,1,2015,pop/r&b,uptown special,"Jan 13, 2015",73.0,6.3,
20083,the decemberists,http://pitchfork.com/reviews/albums/20083-what-a-terrible-world-what-a-beautiful-world/,5.6,0,jeremy d. larson,contributor,2015-01-19,0,19,1,2015,rock,"what a terrible world, what a beautiful world","Jan 20, 2015",77.0,8.0,
20060,the dodos,http://pitchfork.com/reviews/albums/20060-individ/,7.2,0,t. cole rachel,contributor,2015-01-19,0,19,1,2015,rock,individ,"Jan 27, 2015",74.0,8.1,
20113,rae sremmurd,http://pitchfork.com/reviews/albums/20113-sremmlife/,7.8,0,corban goble,contributor,2015-01-16,4,16,1,2015,rap,sremmlife,"Jan 6, 2015",78.0,6.6,
20104,dawn richard,http://pitchfork.com/reviews/albums/20104-blackheart/,8.0,0,andrew ryce,contributor,2015-01-16,4,16,1,2015,pop/r&b,blackheart,"Jan 15, 2015",85.0,8.6,
20063,ghost culture,http://pitchfork.com/reviews/albums/20063-ghost-culture/,7.1,0,philip sherburne,contributing editor,2015-01-13,1,13,1,2015,electronic,ghost culture,"Jan 20, 2015",81.0,7.6,
20079,panda bear,http://pitchfork.com/reviews/albums/20079-panda-bear-meets-the-grim-reaper/,8.7,1,stuart berman,contributor,2015-01-12,0,12,1,2015,electronic,panda bear meets the grim reaper,"Jan 13, 2015",82.0,8.0,
20058,nicki minaj,http://pitchfork.com/reviews/albums/20058-the-pinkprint/,7.5,0,meaghan garvey,contributor,2014-12-16,1,16,12,2014,rap,the pinkprint,"Dec 15, 2014",70.0,8.0,
20066,charli xcx,http://pitchfork.com/reviews/albums/20066-sucker/,7.6,0,jamieson cox,contributor,2014-12-12,4,12,12,2014,pop/r&b,sucker,"Dec 16, 2014",75.0,7.7,
